distance
13.165461
24.822865
25.265276
26.162338
27.046732
27.944225
28.829496
29.725683
30.611383
29.714764
30.59959
29.70297
30.58824
29.691177
30.576445
29.68026
31.00794
30.11132
31.439003
32.3365
32.778477
33.6751
34.432434
35.396687
35.925232
36.890167
37.418716
38.38271
39.175404
40.14034
41.244778
40.24896
40.67627
39.679478
40.19308
39.19629
39.45305
38.456257
38.713017
37.717197
37.802517
36.80564
36.454803
35.60556
32.965084
33.81381
32.229603
33.07916
30.438679
29.589127
28.004404
27.15568
25.042822
24.194098
23.137512
22.288786
20.17593
19.327204
14.573869
13.724315
12.139593
11.290869
9.706147
8.857422
5.160359
4.311634
2.1987767
1.3500516
0.29346636
0.55525887
2.668116
3.5168412
5.6296988
6.479253
8.591594
9.440319
12.080796
12.930867
14.461137
13.477605
13.111007
14.093579
13.726981
12.744589
12.377032
11.39446
11.21077
10.228198
10.04433
7.095051
6.9121428
4.946217
4.762349
2.796424
2.6127348
1.6301625
1.4464734
0.4639011
0.2802122
0.70332026
0.8860495
1.8695817
2.05249
5.0017686
4.818079
5.8016114
6.535587
5.5522337
7.203273
6.2197404
6.0370116
5.0534797
4.686882
3.703529
4.4375043
5.420077
5.603945
6.586338
7.136625
6.1542315
6.336961
5.3545675
5.537297
4.554724
4.7385926
3.7550607
4.6721234
5.6554766
6.022074
7.0056067
7.372204
8.354597
9.088752
10.071324
10.438882
11.421274
11.787871
12.771404
13.138001
14.121355
14.304263
14.217122
14.472908
13.47709
13.647642
12.651823
12.9939
11.9970255
12.066451
11.096064
10.377927
11.348313
10.151497
9.180876
7.2659225
8.236544
7.27895
6.308329
6.069106
5.098485
4.619571
3.6480021
3.1702704
2.1987011
1.2411076
0.27048665
0.4476503
1.4182714
2.375631
3.3472004
4.782526
5.754095
6.4722314
7.048263
7.647183
6.651281
6.993358
5.996567
6.25341
5.2565346
5.5133777
4.516503
4.602793
3.606002
3.9480793
2.9521773
3.3795724
2.3827808
2.554306
1.5574311
1.7289561
0.7321647
1.2447939
0.24897556
0.84781206
0.1489794
0.10778083
1.8848299
1.7995956
2.796387
2.624862
3.6216533
3.4501283
4.4469194
4.3607125
5.357504
5.2722692
6.268088
6.0975356
7.093354
7.00812
8.004911
7.491309
7.8876133
7.6884117
6.693277
5.8983164
4.904154
4.804067
3.8089323
2.8156445
1.82051
1.7213949
0.72626054
0.42794392
0.5663162
0.8646329
1.8597673
2.0579975
3.0532289
3.3515458
4.34668
4.644997
5.6402287
6.0366883
7.0318227
7.429352
8.424486
8.523602
9.518736
10.2145815
11.209716
11.70636
9.715994
9.6168785
8.621744
8.224313
7.229081
7.1299663
5.1396976
5.2388124
4.24465
4.343765
3.3486304
4.3418217
5.336956
5.436071
6.4312053
6.8287344
8.819003
8.6198015
9.614936
9.416706
10.4118395
10.212638
11.207772
10.909455
11.904591
12.202907
13.198138
13.396369
14.391503
14.49159
15.485752
15.685051
16.680185
16.7793
17.774435
17.87355
17.469938
17.365868
16.371105
16.476149
15.481489
15.690603
14.695945
15.219317
16.213976
16.528234
15.533474
16.16102
17.15568
17.57401
17.876562
