x,y
15561.0,9068.0
15557.0,9068.0
15557.0,9067.0
15556.0,9067.0
15556.0,9068.0
15554.0,9068.0
15554.0,9070.0
15552.0,9070.0
15552.0,9071.0
15548.0,9071.0
15548.0,9072.0
15546.0,9072.0
15546.0,9073.0
15544.0,9073.0
15544.0,9074.0
15542.0,9074.0
15542.0,9075.0
15540.0,9075.0
15540.0,9076.0
15538.0,9076.0
15538.0,9077.0
15536.0,9077.0
15536.0,9078.0
15535.0,9078.0
15535.0,9079.0
15532.0,9079.0
15532.0,9080.0
15529.0,9080.0
15529.0,9081.0
15527.0,9081.0
15527.0,9082.0
15525.0,9082.0
15525.0,9083.0
15523.0,9083.0
15523.0,9084.0
15520.0,9084.0
15520.0,9085.0
15518.0,9085.0
15518.0,9086.0
15516.0,9086.0
15516.0,9087.0
15515.0,9087.0
15515.0,9088.0
15513.0,9088.0
15513.0,9089.0
15511.0,9089.0
15511.0,9090.0
15509.0,9090.0
15509.0,9091.0
15505.0,9091.0
15505.0,9090.0
15503.0,9090.0
15503.0,9091.0
15501.0,9091.0
15501.0,9092.0
15500.0,9092.0
15500.0,9093.0
15499.0,9093.0
15499.0,9095.0
15498.0,9095.0
15498.0,9096.0
15497.0,9096.0
15497.0,9097.0
15495.0,9097.0
15495.0,9098.0
15494.0,9098.0
15494.0,9099.0
15493.0,9099.0
15493.0,9100.0
15492.0,9100.0
15492.0,9101.0
15491.0,9101.0
15491.0,9106.0
15488.0,9106.0
15488.0,9107.0
15487.0,9107.0
15487.0,9106.0
15482.0,9106.0
15482.0,9107.0
15480.0,9107.0
15480.0,9108.0
15478.0,9108.0
15478.0,9109.0
15476.0,9109.0
15476.0,9110.0
15475.0,9110.0
15475.0,9111.0
15474.0,9111.0
15474.0,9112.0
15473.0,9112.0
15473.0,9113.0
15472.0,9113.0
15472.0,9114.0
15471.0,9114.0
15471.0,9116.0
15470.0,9116.0
15470.0,9121.0
15469.0,9121.0
15574.0,9091.0
15575.0,9091.0
15575.0,9090.0
15576.0,9090.0
15576.0,9091.0
15577.0,9091.0
15577.0,9094.0
15575.0,9094.0
15575.0,9093.0
15574.0,9093.0
15574.0,9091.0
15582.0,9098.0
15585.0,9098.0
15585.0,9097.0
15586.0,9097.0
15586.0,9096.0
15587.0,9096.0
15587.0,9095.0
15590.0,9095.0
15590.0,9096.0
15591.0,9096.0
15591.0,9097.0
15592.0,9097.0
15592.0,9098.0
15591.0,9098.0
15591.0,9099.0
15589.0,9099.0
15589.0,9100.0
15586.0,9100.0
15586.0,9101.0
15583.0,9101.0
15583.0,9100.0
15582.0,9100.0
15582.0,9098.0
15594.0,9082.0
15596.0,9082.0
15596.0,9081.0
15598.0,9081.0
15598.0,9082.0
15599.0,9082.0
15599.0,9083.0
15600.0,9083.0
15600.0,9085.0
15595.0,9085.0
15595.0,9084.0
15594.0,9084.0
15594.0,9082.0
